date,review,rating,isEdited,userName,title,developerResponse
2022-02-24 12:12:41,Tổ sư thằng nào viết cái app này,1,False,16050511,App chán,
2022-02-26 00:23:09,"Úng dụng f@st mobile dễ dử dụng hơn nhiều, bố cục gọn gàng, còn techcombank mobile bố cục rườm rà khó sử dụng.",1,False,vohuychuong,F@st mobile,
2022-03-06 15:43:03,App này viết cho người việt hay cho người nước ngoài dùng thế? Trả lại app cũ cho tôi,3,False,vuthanh1285,App củ chuối,
2023-10-02 17:34:20,"Vì vẫn dùng Ip6, ko cập nhật lên được iOS 14 và giờ không dùng được ứng dụng. Chắc đóng luôn cái tài khoản, phiền phức",1,False,Nuy An,Ngớ ngẩn,"{'id': 39332675, 'body': 'Cám ơn Quý khách Nuy An đã có phản hồi cho Techcombank,\r\nThưa Quý khách,  nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 01/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất để tiếp tục sử dụng dịch vụ.\r\nTrường hợp chưa thể cập nhật phiên bản mới, Quý khách vui lòng lựa chọn hình thức giao dịch tại chi nhánh/ PGD/ATM gần nhất để được hỗ trợ. \r\nTechcombank rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách. ', 'modified': '2023-10-05T08:49:26Z'}"
2022-02-10 16:08:10,Không thấy hiện thẻ tín dụng???,5,False,var09512,Thẻ tín dụng,
2022-03-04 04:07:11,Thêm phần thể hiện tiền còn lại khi chuyển khoản trong mục lịch sử giao dịch nữa là ok,5,False,ggghjuyhj,Tiền,
2022-04-06 09:25:16,"Chưa từng thấy ap Internet banking nào mà lỗi nhiều như vậy, sài fast mobile đang ổn, đổi qua ap này muốn chia tay ngân hàng techcom luôn. Quá thất vọng.",1,False,lequyen2409,Ứng dụng quá nhiều lỗi liên tục.,
2022-02-26 16:17:49,"App mới qâ tệ so vs app mới và các app khác. Sau mỗi giao dịch k thể hiện số dư biến động. Cấu hình cũng xấu, quê mùa. Trước khi xoá app chuyển qa NH khác t phải zô complain trước đó. Thân chào các bác Tech!",1,False,cjgxfdutcc,Không có biến động số dư,
2023-10-03 15:59:45,Máy điện thoại không lên được phần mềm 14.0 lá không dùng được. Quá tệ chắng lẽ bỏ máy chạy theo ngân hàng à,1,False,tong thibphong,Quá chán,"{'id': 39332749, 'body': 'Chào bạn tong thibphong, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 01/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất để tiếp tục sử dụng dịch vụ.\nTrường hợp chưa thể cập nhật phiên bản mới, Quý khách vui lòng lựa chọn hình thức giao dịch tại chi nhánh/ PGD/ATM gần nhất để được hỗ trợ. \r\nTechcombank rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách. ', 'modified': '2023-10-05T08:51:21Z'}"
2022-08-06 03:22:34,"Fast mobile lúc đầu rất thông minh và dễ sử dụng, ko hiểu sao thay sang cái app lol què ngu xuẩn này. Dùng bực cả mình. Vừa dùng vừa phải chửi thằng ngu nào phát triển ra cái app và thằng ngu nào duyệt app",1,False,Khách hàng bỏ đi vì app ngu,App mới quá rối mắt và thiếu thông minh,"{'id': 31320273, 'body': 'Chào bạn,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2022-08-07T15:31:48Z'}"
2022-04-29 04:50:01,Nên có thêm phần biến động số dư,5,False,Hjjajwnnsnsjejisj,Nên có thêm phần xoá biến động số dư,
2022-07-26 01:05:01,Cho phép đăng nhập và chuyển khoản chỉ cần dùng mã mở khoá là không an toàn dễ bị  người khác  đánh cắp,1,False,hoangdatmobile,Đăng nhập và chuyển khoản,"{'id': 31116877, 'body': 'Chào bạn hoangdatmobile,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank.', 'modified': '2022-07-27T05:06:48Z'}"
2022-02-25 08:47:58,"Giao diện rất xấu, cỡ chữ to, khó thao tác. Giao diện của F@st Mobile nhìn chuyên nghiệp và đẹp hơn rất nhiều",1,False,phuongggg1234,Giao diện rất xấu,
2023-10-05 13:22:05,"Ngân hàng ngu học, ra bản cập nhật bắt nâng cấp ios 14 nhưng đt iphone 6 ko nâng cấp đươc",1,False,duynv90,Tệ,"{'id': 39428585, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\n\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 05/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất trên chợ ứng dụng để tiếp tục sử dụng dịch vụ.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-10T10:07:59Z'}"
2022-02-24 04:34:53,"Giao diện xấu, UX không thân thiện như phiên bản Fast Mobile. Hi vọng designer bên Techcombank để ý tới users.",1,False,Lamdoann,Giao diện xấu,
2022-08-14 09:43:33,"Trải nghiệm cực kì, cực kì tệ. Tưởng app mới sẽ cải tiến và thông minh hơn nhưng đi ngược lại 1000 lần .",1,False,longthanhhoahue,Cực kì thất vọng,"{'id': 31476246, 'body': 'Chào bạn ngthanhhoahue, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-08-16T02:01:37Z'}"
2023-10-08 03:13:57,"Phiên bản mới yêu cầu ios 14 trở lên, k hiểu ng phát triển app có nghĩ tới người dùng hay k? Chẳng lẽ phải mua điện thoại mới hay update ios mỗi lần app update?",1,False,A Nữ,Bất tiện cho người sử dụng,"{'id': 39419781, 'body': 'Chào bạn A Nữ, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-10-10T02:41:08Z'}"
2022-04-23 06:34:31,Không có tính năng hiển thị số dư rất ư bực mình thích app cũ hơn,1,False,thì@,Không hài lòng,
2022-02-22 09:40:05,"Viết ra cái app không thể nào chán hơn, đến nể anh coder",2,False,thang9ok,Chán,
2022-01-19 08:34:21,"App không hỗ trợ báo lại số dư tài khoản sau mỗi giao dịch, rất khó kiểm soát",1,False,abybelonlaly,App,
2023-10-13 07:12:00,"Máy mình không update lên ios 14 đc nên bây giờ k thể làm gì vs app luôn, muốn dùng giao diện web trên ip hay laptop đều phải qua xác nhận trên app. Bị kẹt đủ đường. Mong bên ptr app xem xét lại để phiên bản mới nhất này phù hợp vs ios khác cũ hơn ạ chứ nay mình k có tiền thay máy khác đâu huhu",1,True,Người dùng tên Linh,Từng rất thích tech cho đến khi ...,"{'id': 39430339, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\n\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 05/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất trên chợ ứng dụng để tiếp tục sử dụng dịch vụ.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-10T11:31:54Z'}"
2022-02-18 16:44:29,Ko hiện số dư khi chuyển khoản,4,False,marybui6,ok,
2023-10-13 12:39:13,Bản cập nhật mới yêu cầu ios 14. Trở lên đồng nghĩa với việc tất cả người dùng của techcombank phải dùng iphone 11 trở lên để có thể dùng nó. Nhà phát hành đã tự giảm thiểu 70% số lượng khách hàng dùng app techcombank của mình !,1,False,nguoidung182,Đây là ngân hàng mà tôi đánh giá thấp nhất ở VN,"{'id': 39562068, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 01/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất để tiếp tục sử dụng dịch vụ.\r\n\r\nTrường hợp chưa thể cập nhật phiên bản mới, Quý khách vui lòng lựa chọn hình thức giao dịch tại chi nhánh/ PGD/ATM gần nhất để được hỗ trợ. \r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách.', 'modified': '2023-10-17T09:20:51Z'}"
2023-10-14 11:42:30,"Rồi những người dùng ios dưới 14 k dùng được banking
Chắc mua đt mới chỉ để tải tcb🙂",1,False,hsjsowkwbqkdocjc,Tệ,"{'id': 40049366, 'body': 'Chào bạn ,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2023-11-10T09:25:46Z'}"
2023-10-09 15:00:56,Điện thoạt không cập nhập được phiên bản 14.0 thế là không dùng được ứng dụng luôn giờ ko làm gì ko pải huỷ tk chuyển sang ngân hàng khác à. Không hiểu ngân hàng nghĩ j nữa,1,False,dgjj dr,Không nghĩ cho người dùng,"{'id': 39448520, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\n\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 05/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất trên chợ ứng dụng để tiếp tục sử dụng dịch vụ.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-11T07:52:06Z'}"
2023-10-08 11:17:40,"Tôi là khách hàng trung thành với tech hơn 10 năm nay, nhưng bây giờ tôi thấy thất vọng từ lúc sinh ra cái app này. Phải nói app này khinh người nghèo k có tiền dùng điện thoại đời cao, bản này tech tự giới hạn mình, gây cản trở cho rất nhiều khách hàng nghèo k sử dụng dt k đời cao chăng???vậy chúng tôi sẽ rời bỏ app và sang ngân hàng khác",1,False,iphone dưới 14.9,App khinh người nghèo,"{'id': 39420469, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 01/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất để tiếp tục sử dụng dịch vụ.\r\n\r\nTrường hợp chưa thể cập nhật phiên bản mới, Quý khách vui lòng lựa chọn hình thức giao dịch tại chi nhánh/ PGD/ATM gần nhất để được hỗ trợ. \r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách.', 'modified': '2023-10-10T03:52:24Z'}"
2023-10-08 11:01:09,Ngân hàng hợp tác vs Apple bắt người dùng mua iPhone mới a ?,1,False,anti nâng cấp,Lởm,"{'id': 39425601, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\n\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 05/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất trên chợ ứng dụng để tiếp tục sử dụng dịch vụ.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-10T08:31:28Z'}"
2023-10-08 09:21:18,Tôi ko thể đổi điện thoại chỉ để dùng đc cái app này. Nên tôi sẽ đi đóng tài khoản Techcombank!!!,1,False,bilibiku,Ip6 ko dùng đc app này!,"{'id': 39425666, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\n\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 05/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất trên chợ ứng dụng để tiếp tục sử dụng dịch vụ.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-10T08:34:22Z'}"
2023-10-08 01:22:35,Phiên bản mới nhất không hổ trợ IPhone 8 plus ver 12.4.1. Chán không sd Teccombank nữa. Nộ bận viết app sao ngu qúa,1,False,Sai Gon nắng,Bỏ Tecombank Hoặc Mua IPhone Mới,"{'id': 39419756, 'body': 'Chào bạn Sai Gon nắng, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-10-10T02:39:53Z'}"
2023-10-08 00:43:23,Việc cập nhật và bắt ép người dùng phải sử dụng iOS 14 là điều không thể chấp nhận được. Không phải ai cũng muốn nâng cấp điện thoại. Điều này là ngân hàng đang ép buộc khách hàng rời bỏ ngân hàng. Tôi sẽ rút hết tiền tiết kiệm và chuyển qua sử dụng ngân hàng khác.,1,False,Cúc Hoàng Hoa,Bắt ép người dùng iOS 14,"{'id': 39419745, 'body': 'Chào bạn Cúc Hoàng Hoa, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-10-10T02:39:23Z'}"
2023-10-07 23:14:57,"Mình sử dụng iPhone 5s, nên iOS chỉ đến 12.5.7 thôi, không nâng cấp lên cao hơn được. Vì vậy mà mình không thể cài được bản cập nhật mới của app, và bất tiện nhất là, app phiên bản cũ ở máy mình bị vô hiệu hoá luôn, không thể sử dụng được nữa.

Có nhiều người (nhất là các bác hưu trí) không có điều kiện/không có nhu cầu, mua một chiếc điện thoại đời mới hơn chỉ để sử dụng được app của Techcombank. Mong bên phát triển phần mềm làm cho [phiên bản cũ của app] quay về trạng thái sử dụng được.",5,False,ゴックカイン,Về việc phiên bản mới nhất của app chỉ tải về máy có iOS từ 14 đổ lên,"{'id': 39419732, 'body': 'Chào bạn ゴックカイン, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-10-10T02:38:30Z'}"
2022-01-21 06:25:56,App thông báo lương về khá đúng và chuẩn.,5,False,Ông Thuỷ Vê lốc,Chất lượng,
2023-10-07 11:11:56,Không hiểu bên tech thuê dev với test kiểu gì đần thế bắt cập nhật mà phải iOS 14 mới cho. Thế mà test vẫn pass vẫn đồng ý solution này tài thật,1,False,devtechdanvl,Dev bên tech đần thế à,"{'id': 39393337, 'body': 'Thưa Quý Khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, kể từ ngày 01/10/2023, ứng dụng Techcombank Mobile cũng sẽ không hỗ trợ đối với các thiết bị có hệ điều hành iOS dưới 14. Theo đó quý khách hàng cần cập nhật hệ điều hành iOS trên 14 để có thể tiếp tục sử dụng dịch vụ ngân hàng số của Techcombank.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-09T03:41:18Z'}"
2022-04-23 05:12:32,App tệ . Thường xuyên bị lỗi bảo trì các kiểu .Giao diện khó tìm hơn ap cũ . Vào app không được,3,False,duikn chjjjbbczcklvsyim,-,
2022-02-23 12:35:31,"Khó dùng thật sự, lại còn k hiển thị số dư sau sau mỗi giao dịch 🙏🏻",1,False,oamqbhxkpapwmbxyekmdj,Tệ quá :((,
2023-10-09 17:06:57,"bắt người dùng chạy theo công nghệ iphon6 ko nâng cấp đc lên ios 14.0, người lao động ko có tiền mua máy mới, chẳng nhẽ cứ mỗi lần aap nâng cấp lên là lại phải nâng cấp phần mềm đt, aap tệ tẩy chay ko dùng tech này nữa, bye",1,False,Trưowng Tuyên,quá chán,"{'id': 39448359, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\n\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 05/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất trên chợ ứng dụng để tiếp tục sử dụng dịch vụ.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-11T07:46:10Z'}"
2023-10-06 16:16:59,"Ai đời có ngân hàng nào khách hàng dùng iPhone đời cũ là ko sử dụng được phần mềm. Bắt khách ra điểm giao dịch mới chuyển tiền được???
Không khác nào coi thường phân biệt đối xử với khách hàng. Khách hàng đâu phải ai cũng có điều kiện chạy theo ngân hàng để đổi máy. Quá bức xúc!",1,False,cafe794,iPhone ios14 ko sử dụng được,"{'id': 39393816, 'body': 'Thưa Quý Khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, kể từ ngày 01/10/2023, ứng dụng Techcombank Mobile cũng sẽ không hỗ trợ đối với các thiết bị có hệ điều hành iOS dưới 14. Theo đó quý khách hàng cần cập nhật hệ điều hành iOS trên 14 để có thể tiếp tục sử dụng dịch vụ ngân hàng số của Techcombank.\r\n\r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách', 'modified': '2023-10-09T04:25:41Z'}"
2023-10-16 14:00:28,App xử lý quá chậm chạp. Thất vọng. Xin hãy về giao diện cũ,1,False,Dethithpt.com,Trải nghiệm tồi tệ,"{'id': 39585195, 'body': 'Chào bạn , \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-10-18T08:46:56Z'}"
2023-10-16 09:16:20,Không hỗ trợ ios 14 đổ xuống.,1,False,mo89911,Bad,"{'id': 39585167, 'body': 'Cám ơn Quý khách đã có phản hồi cho Techcombank,\r\nThưa Quý khách, nhằm đảm bảo đồng nhất chất lượng dịch vụ ngân hàng điện tử và nâng cao trải nghiệm dành cho Khách hàng, TCB thực hiện nâng cấp ứng dụng Techcombank Mobile, do đó, từ ngày 01/10/2023, ứng dụng Techcombank Mobile phiên bản cũ dưới 2.0.15 sẽ không thể truy cập được. Quý khách vui lòng cập nhật phiên bản Techcombank Mobile mới nhất để tiếp tục sử dụng dịch vụ.\r\n\r\nTrường hợp chưa thể cập nhật phiên bản mới, Quý khách vui lòng lựa chọn hình thức giao dịch tại chi nhánh/ PGD/ATM gần nhất để được hỗ trợ. \r\nMọi hỗ trợ trong trường hợp cần thiết, Quý khách vui lòng liên hệ với chúng tôi qua hotline: 1800 588 822 hoặc chi nhánh Techcombank gần nhất. Techcombank thành thật xin lỗi quý khách về sự bất tiện này. Rất mong nhận được sự thông cảm và hỗ trợ từ Quý khách.', 'modified': '2023-10-18T08:46:37Z'}"
